label	tweet
love	sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah
love	chubby baby suka banget sama episode yg ini. suaranya mix wkwk told ya, if i have a brother like earth no need a bf wkwk
love	duhh alus banget masnya pas ngomong "soon guys, soon" heheh suka
love	hehe, terima kasih, jocie. dan, halo mba calypso! i really like your name dan aku liat di cv mba kalau mba suka gambar, kebetulan aku suka gambar juga (walau hobiku numpukkin sketch sih t__t). oh iya, namaku erzakiel, bisa dipanggil erza atau kiel. salam kenal ya!
love	aku pernah bilang nggak kalau aku suka banget penggambaran api dan air ini
love	dari semua fs mfs yg paling gue tunggu pasti khawla karena dia keren banget ga ngerti lagi gue suka banget kalo dia ngobrol ama mark
love	ku suka dirinya, mungkin aku sayang
love	kalau denger lagu loey, pasti yg pertama suka yours. sayang sama suka bngt sama lagu ink. kalau gak dengerin lagu ini, mungkin gak bakal kenal exo:((
love	aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka
love	gue suka banget june di sini.
love	saya pasti maulah dipeluk sama ibu guruku sayang...... saya suka kehangatan dari wanita dewasa seperti ibu karena ibu adalah wanita berpengalaman. begitu saya dipeluk ibu lalu saya ciuman dengan ibu, netek asi ibu, dan pipis enak lagi dan lagi
love	aku paling suka oh my ghost banget hshdhdh gemes soalnya
love	sebenernya waktu itu jadi seeun karna love at first sight deh sama seeun lagi nontonin stayc terus langsung suka banget sama seeun. abis itu iseng jadi seeun eh malah nyaman
love	gajelas banget tapi aku suka
love	happy birthday my lovely eonni. suka banget sama bo young dari dulu, segi acting, visualnya, tubuhnya yg mungil itu perfect banget di dia, selalu nantiin projek drama nya awet muda bgt lagi. doa yg terbaik buat ayang, dan semoga karirnya makin sukses iya. love you
love	sebagai anak perempuan bapak yang suka bangun siang terus dibangunginnya karena perkara disuruh makan aja, gak relate kalau harus berjuang sendirian demi laki-laki. aku dicintai begitu penuh sama cinta pertamaku :d
love	good day cantik! selamat pagi, udah sarapan belum? aku udah makan tahu bulet tadi sama sotong, enak banget deh, kamu suka ga? suka aku maksudnya :p kamu cari yang bisa pda? pas banget all packages punya aku udah inc pda, karena emang ini anaknya bucin puoll
love	likee both cuma puzzle piece tuh suka nya suka banget
love	suka banget sama endingnya
love	eh btw maaf banget ya liana gue spam mentab lo makasih sangmilnyaa suka bangett haa
love	si jleg, anaknya random banget, baikk, kadang emosian, galak, sibuk bngtt, bucin, pengertian, ramah, friendly bangtt, suka ngetik huek dah gitu pokoknya :b
love	cantik!! lucu banget ponimu, aku suka ;__ ;
love	ada juga anakku yang namanya nalle! dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda
love	woi aku suka banget sama dia oke
love	win kalo rambutnya turun gitu cakepp banget gue paling suka
love	bagus kan? aku suka banget banget
love	kadang ak yg perempuan aja suka iri ama mukanya dia kecil banget heyy, matanya juga belo pengen punya muka kayak gtuuuu
love	sama-sama sayangkuu! aa gemes banget snacknya huhu aku suka banget maaci cayang mwaah!
love	mau liat air terjun 'kah, mas? wilayah geiranger agak sepi karena penduduknya masih jarang, tapi justru bagus untuk orang-orang yang suka di tempat yang senyap. sayang sekali, kemarin tidak sempat berkunjung kesana.
love	suka banget bukain dm mokondo
love	makasih buat kue dan hadiahnya wkwk apalagi meme squidward. suka banget
love	makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya
love	film ini cinematographynya cantik banget, ngga kuning kayak film jepang biasanya wkwk. ceritanya termasuk 'ringan' menurutku, yang bikin aku suka sama film ini yaitu bagian theatrenya keren banget asli 8/10. ah, btw ini adegan 18+nya ya
love	aku sayang dia, rindu dia, inginkan dia…
love	hello! disini ada isla sama ona yang provide gxg relationship. mereka suka banget pda! karena anaknya juga bucin abis dan seneng pamer kelucuan pacarnya, segalanya deh tentang pacarnya. isla ataupun ona juga orangnya bisa match your energy, convobuild, ”
love	cinta banget ama kue iniiii sksks
love	gw jatuh cinta, apalagi pas dia suka senyum-senyum sendiri pas sama gue
love	itu hidden gem banget menurut aku pas nemu trs nonton kayak lanjut terus wkwkw aku suka bgt yang ada si fujiwara karena ngomong japlish kocak gt, denjel suka yang mana? :3
love	pls suka banget sama kak mimo dan kak bayu !!  - hshhehshhs aku juga luv sama mimo bayu berani adu bacot doang tapi softie kkkk
love	suka dan jatuh cinta tu gak butuh alasan, suka ya suka aja
love	taurus lo tuh kadang egois bgt, keras kepala juga, suka memendam. kalau udah ngerasa nyaman susah lepasnya, tukang julid, trus lu klu loyal coba ngasih batasan jg dong
love	kalo aku dari awal udh suka banget sama konsep aespa, makanya pas org2 banyak yg kayak apaan sih konsepnya, bikin takut, dsb. aku malah seneng bgt dan nungguin bgt aespa bakalan kaya apa di masa yg akan datang
love	minyak yg ngebungkus si kebabnya (gatau deng kertas minyak atau apa, pokoknya yg suka dipake buat bungkus kebabnya). asli lengket banget, dilepasnya susah, dikeluarin dari tempat kebabnya juga susah banget sampe tempat kebabnya harus dirobek dulu anjir worst experience ever lah
love	saya sender, ahgase yang kesepian disini. walaupun saya ngikutin karna suka sama lagu lagunya got7, tapi bisa banget nemenin kamu nonton konsernya. saya anaknya mirip yugyeom dikit si, tengil rusuh gak bisa diem. suka jahilin orang yang disayang, it's fine?
love	me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton seri we tv sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie?
love	yaallah ini gue bgtt, now i'm not part of exol, tp bnrn sayang yg sayang bgt sm exo gabisa digantiin, jd suka mereka skrg sekedar nikmatin semua karyanya gt karenaa idk but exo always hit different dr lainnya
love	aku awalnya kan lagi scroll ig tu terus liat jae di podcast apa ya lupa nah kata katanya tu ngena banget, awalnya aku kira dia motivator terus cari cari di youtube taunya punya lagu juga, awal aku denger lagu dia yang pacman langsung suka si terus dari situ
love	sender nya keren banget ku suka tulisan mu
love	”dg meta orang lain. misalnya kokomi, yang kamu benci banget itu, naik usage rate nya, ya berarti orang suka pake itu ke abyss. come on, kita tau orang yang ke abyss, apalagi lantai 9 sampe 12, nggak mungkin ke sana cuma buat have fun pake alesan api mihoyo rusak wkwk
love	demennnn banget sama energi ini
love	guee cintaaa banget sm makna lagu child
love	suka banget buruk sangka ya wkwk. opini publik nya sampean kejam banget wkwk.
love	lagi suka bgt sama muka aku akhir2 ini sehat banget padahal aku lg haid
love	mau ikutan wish me luck semoga rezeki amiin biasku kim junkyu dr treasure, orangnya cute banget tapi kadang suka soksokan cool gitu ngebiasin bnran dia nyaman bgt pokoknya, liat dia senyum tanpa sadar kita ikutan senyum soal body beuh mantull,udah jadi model dari kecil
love	dulu ak waktu sd cinta monyet-monyetan ada yg suka sm ak, aku jadiin adek kakak. yha maap
love	mungkin setiap orang beda2 kali ya..tapi kalok aku pribadi suka banget kalok ada yg minta maaf pakek surat kayak kesannya manis banget bahkan semua temenku udah tau trik ini itu jitu banget.. jan lupa kasik surat sama coklat juga, ya itung2 nyogok tp serius deh, itu manis bgt kayak bikin jatuh cinta
love	sayang dia pake banget
love	waduh waduh, saya pecinta mcflurry mau maju deh. hallo, sender. pertama mau bilang makasih sudah menjadi manusia baik, nama saya rakael. biasanya dipanggil sayang si, hehe. saya suka banget mcflurry asli, yang oreo tapi. soalnya mcd deket rumah banget, tinggal ngesot.
love	ihh enak banget buryam yg ga suka ad masalah apa anw met mam ayang!
love	fans suka nuntut ini itu tp gatau kerja keras staff dibalik layar. idol2 jype aja selalu berterima kasih loh ke staff mreka dan jyp pdnim tiap dpt penghargaan. jd syukuri hal sekecil apapun. kritik boleh bego jangan.
love	waktu sma sering banget di giniin, tp yaudahlah. makanya aku kemana mana suka sendiri dan malah kena sindir jg, ya aku to the point aja. langsung bilang, lah biasanya gtkan gk pernah ngajak? kalo sekarang udh nggak, udh pada dewasa.
love	yo, chiyo. adek lo tuh sukanya apa deh? she asked. well, he already knows that yuzuha had a certain feelings towards his sister. apa aja dia sih suka, asal gak lo kasih beling aja. adek gue bukan ahli debus, lo tau kan?
love	ini laki satu suka bener pout sekarang, gak tau apa ya aku paling gak bisa liat cowo pout ginii, gemess banget soalnyaa
love	ngemis-ngemis cinta mah sah-sah ajaa, asal lu tau risiko yg bakal lu dapetin. jangan malah nyalahin orang yg lu suka ketika orang yg lu suka ga suka sama lu balik dan juga ngerasa "si paling berkorban"
love	hi gue suka banget final chorusnya
love	suka banget. makasi ibu bapak dan eyang
love	samaa yaampun, lily juga suka berebutan sama kaka!! feeding frenzyy yaa?? yaampun kangen banget
love	gue bersyukur banget kalo liat ada cowok yang stand with the victims. karena sesama cewek aja kadang suka ngejatohin victims dan bilang, "gue juga cewek tapi gue ga gitu."
love	dulu pas ngekost demen banget ua makan solaria tanpa perlu jadi simpenan omom
love	suka banget pledis jelasinnya detail banget gak setengah-setengah ngasih kabarnya wonwoo and the other members :")
love	aku tau jadi dari video jaesix yang react shoot me. tapi awal mulai suka day6, niatnya mau biasin yonk. taunya malah suka sama jae akhirnya, gatau kenapa. suka jae ya karena dia jae he saved my life, soalnya tahun" itu aku stress banget sm urusan rl. his stream saved my life.
love	agatha chelsea cantik bangett suka banget liatnya
love	sebagian wanita suka banget dg kalimat yg diucapkan oleh pasangannya. salah satu kalimat itu adalah " yank, sini aku checkout kan sopimu"
love	beomgyu sekalinya muncul suka bikin nangis soalnya kangen soalnya sweet berat banget
love	padahal mereka juga yang suka shipping aneh banget
love	nyaman gitu aja, suka juga gitu aja suka
love	somehow pernah sangat ga pede karena kulitku sawo matang alias coklatt, tapi terima kasih beauty industri indonesia yang support kita, jadi salah satu variabel yang bikin ngerasa pede dan suka banget sama warna kulit sendiri
love	psaw cakep banget possessed chongyunnyaa suka kok! suka bangeet! dan shadingnya itu dewa sekalii!!
love	aku suka banget yang oreoo hshsh
love	iganteng banget ya pacar kamu. tapi percuma kalo matanya masih suka ngeliatin masa lalu
love	jake bias wrecker bangetsuka bikin oleng
love	ini adalah era wonwoo ganteng dan manis banget huhu, suka svt gara2 lagu ini trus lgsg tertariknya sama wonwoo karena ya emang ganteng pas disini
love	thank for this ga minn kalo ditanya sebenernya suka dua2nya krn gemes bgt pliss, tp krn emg hrs pilih aku pilih lao yan dehh walau aku sayang a qiao jugaa
love	aku sukaa banget dramanya, aku baca webtoonnya juga sampe selesai. plot beda dari webtoon bukan berarti jelek ya. banyak ko drakor adaptasi yg beda dari webtoonya malah tambah bagus. kim go eun adalah hong seol terbaik, sampe aku ga suka malah sama remake ke filmnya.
love	selamat malam kamu yg ngeselin, ngebetein, yg bikin jengkel, yg suka ilang-ilangan, tp ngangenin, aku sayang kamu mimpi indah ya kamu ;3
love	suka banget and lope lope dia
love	nih aku gatau tuhan kenapa baik banget dikasih calon yang ganteng baik ringan tangan suka bantu orang penyayang kenapa si baik banget bersyukur bgt akuu tau
love	masih on going, asli ini asyik banget! suka banget cara nulisnya, gaya bahasanya kayak aku banget, i mean, seleraku banget! can't wait to see more eps.
love	plis suka banget cibi2 gini lucukk
love	makanya nonu tiap ngelive pake masker tuh ga rapet suka aku tegur maskerjya sayang rapetinn diamah :"( aah
love	suka banget say
love	suka banget sm kacang, mungkin itu menjelaskan kadang gw agak "nuts"
love	aa gracee sayangengga berto suka banget setiap di taggini huhu. makasi graceeberto baik kok, gracee juga jaga kesehatan yaa. semangat terus sayangkuberto sayang gracee bangett!!
love	selama pemakaian, kulit wajah terasa lebih lembap, fresh, dan terhidrasi. finishnya ini bikin muka jadi glowing. overall aku suka sama kedua produk ini, mereka tidak memberikan efek negatif dikulitku ( ´ ) aku kasih rating untuk kedua produknya yaitu 4.7/5!!
love	diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget
love	bukan title track. tapi suka banget sama anymore, soalnya relate
love	buat yg suka wangi2 kelapa smooth rileks gitu pasti suka yang vs coco sleep sama coco zen. asli calming banget wanginya, pas dipake agak watery dan hasilnya ngelembabin banget. def my fav, i do repurchase 2 ini ganti2an
love	yeayy hadiah giveawaynya udah sampe baguss selimutnya phi , suka bangett gambarnya gede dikasih freebies jugaa makasih yaa phi buat giveawaynya suka banget dan thanks admin jugaa
love	pakai spaylater enak bgt apalagi bonus shopee byk (free ongkir), aku pengguna baru shopee suka banget, contohnya ini lagi perlu tapi belom gajian & spaylater ngebantu banget,jadi belanja dulu bayarnya nanti pas gajian
love	good morning sender, saya avail buat hari ini untuk provide nsfw saya bisa dalam bentuk imagine ataupun yg dirty talk frontal atau non frontal bisa. tipe saya itu cenderung suka bawel dan paling suka pampering , sweet banget sama pasangaan dan suka kasih pukis ke kamu nanti
love	efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok.
love	sampai sekarang aku masih suka banget sih sama air. tapi udah nggak pengen jadi mermaid. sekarang maunya jadi tyrannosaurus rex
love	my love! barangnya udah sampai dan aku langsung pake. bener-bener seger banget pas baru masangnya, langsung suka banget! makasih banyak, ave! aku kasih bintang 5!
love	eh ini judul kartunnya apa sih kak kalau boleh tauu? aku suka banget nontonnya
love	masih suka banget kalo dengerin lagi ed sheeran yg lego house
love	paling ga suka rambut, jujur anjir kek struggle banget gue gambar rambut
love	nder kece banget serius suka bgt keren mantap lopppeeee
love	tolong ini temennya siapa cinta drama pake banget
love	gak tau kenapa suka banget liat foto xiumin rambutnya dibandoin gini
love	tapi, gue suka bngt sana guru smp gue ms. riri, gila accent britishnya love banget kalo ngajar berasa denger harmonie lagi ngomong.
love	kdm ahjussi ini tuh ganteng banget walau suka dapet karakter nyebelin, jarang banget ada yang bahas dia disini huhu.
love	seru banget pembahasannya!! yang suka kpop jadi gak sekedar demen oppa koreanya aja tp sejarahnya juga kudu tau buat nambah wawasan
love	aku dulu tertarik banget sama benda-benda dilangit. kalau ada pelajaran ipa tentang tata surya pasti selalu semangat. sampai nggak rela kalau jam pelajarannya habis. t __ t oh iya dulu juga aku mau jadi mermaid simply karna aku suka air..
love	silahkan, nggak usah ditanya karena aku suka baca tulisan btari. cantik banget
love	pls ini tuh tipe yoongi banget tiap nge prod laguu. terus ini tuh tipe jungkook banget yang suka ngasih adlibs di bagian yang kosong. kayakk yaampunn yoongi jungkook tuh emang diciptain buat saling ngelengkapin. t__t
love	di tanyain "lagi apa" merasa bosan? dan kurang berfaedah? ya karna yang nanya orang yang tidak disuka. coba orang yang di suka yang nanya, pasti exsited banget, sampe roll depan roll belakang, kayang, dll padahal cuman di tanya "lagi apa" lucu ya.
love	emosinya natural banget, aku suka wkwkwkwkwk
love	jujurly selain suka kopi nya yang ginger ale lemon espresso gue suka banget sama logo dan basic color nya si flash coffee
love	kenapa aku suka banget banget sama cilor..
love	heh podooooo! aku suka banget kombo tawar ijo dan meses itu.. fusion banget aromanya. elah.. fusion!
love	aku suka gambar semua bagian! kecuali satu, sepatu! males banget apa lagi yg ada talinya iihh gaa! ga mauuu
love	ingat banget waktu sd aku suka mikir gini wkwk, sd sampai smp sih mikirnya gini mulu. jadi kangen
love	karna ga keluar2 suka banget muka jadi bersih gitu huhu
love	betul, aku suka banget spongebob aku mau jadi patrick
love	suka dua2nya, maruko feelnya anak2 banget sopan juga trus si jadoo lumayan bandel ga sih dia tuh wkwk
love	woh gitu ya logikanya? wah suwun cak, bisa lah nambah resep kuah-kuahan lain. nambah bebek iki soale aku suka banget sama bebek surabaya yg bumbu kuning jadi sekalian aja
love	pitnah itu! kompensasi crosong aja belum di kasih, eh udh pitnah aku gak suka waffles. sekalian aja bilang aku suka croffle?
love	sleeping masknya ini packagingnya cantik banget. udah gitu nyaman banget pas dipakai, teksturnya enak, wanginya enak dan beneran bikin kulit jadi terhidrasi dengan baik pas bangun tidur. suka bangeet .
love	gue setiap mau nge-drive thru makanan di pake motor suka sungkan. padahlkan kan bisa ya (: soalnya gue suka ngata2in orang dalem hati, maaf bnget nii (: "dihh aneh banget itu kan drive thru bukan ride thru". wkwk
love	nah iya, gak enak gara gara dia. taeung jadi gak ngerti mana prioritas karna sifat 'gak enakan' dia. udah gitu si temennya suka drama nanges dan beneran berdedikasi banget gitu ke taeung gitu. kan bingung!! jadi yaudalah bye
love	sekalinya dapat au yang gua suka alur ceritanya eh malah masi on going gadak apa ya alur gitu tapi uda end bukan gabisa nunggu tapi ini beneran butuh asupan au banget ku lagi gabut banget banget
love	ls lama, tapi suka banget
love	suka banget makan sate ayam
love	jritt ketawa banget aku suka dimanfaatin
love	terakhir, ada iral yang diam-diam menghanyutkan. dia keliatannya kalem, diem, padahal aslinya dia tuh bawel, punya banyak topik untuk dibahas. iral tuh perhatian banget banget ke pacarnya. dia suka kasih pukis ke pacarnya dan selalu seru deh
love	demi apapun ini baguss banget. aku nangis selama baca ini. emang bahasannya agak berat. tapi aku suka banget bacanya. haish jadi pengen baca buku historical fiction yang lainnya :(
love	suka, banget. apalagi pas naik motor sendiri udah kaya me time
love	tapi dulu suka sama aoi pake banget seehhhh
love	suka banget kayanya sama tamao senpainya
love	enggak, suka oleng sana sini tetep aja balik lagi ke mas ganteng peletnya kuat banget
love	seneng banget liat pacarnya salting wkwkw. kanu bisa bebas manja-manja ke farrel, farrel suka. dan farrel juga bakal ngasih kamu banyak afeksi, banyak peluk banyak cium wkwkw. farrel juga termasuk tipe yang fast respon
love	yang suka film india menarik bisa banget mola tv jd pilihan
love	gemes banget dapet bebek ini dari kak kaget tadi dapet dm ps lagi ngerjain ujian anatomi intinya maaci kak udah mau mutualan sm ran maap kalo kadang suka jbjb ga jelas lopyuu
love	aku orang yang suka banget berkendara kalo ngantuk tu melipir indmr cuma buat sekedar duduk sama minum apa gitu seringnya si kapal api gula aren yg dingin nah tadi liat disebelahnya ada kopi kenangan. itu bagus banget si kek tiba tiba bikin kemasan ritelan apa aku yg baru tau ya
love	aku suka banget kalau dia udah foto sama kamerea ini t_____t
love	yaallah rumah impian gue banget, ga besar tapi ga kecil banget. suka banget ih, adem banget keliatannya :(
love	martabak telor/tahu. ini turunan dr bokap si wkwkw gw suka banget tahu
love	wkwkwk karena biasanya berawal dari coba-coba, kepo, dan lanjut ketagihan. kalo ngga suka sih ya ga bakal lanjut. aku dulu juga kepo bau tembakau tuh gimana ga enak. pas di lab waktu itu ada yg bawa tembakau bused baunya kek obat rumah sakit enek banget
love	ini ada bukunya ngga sih? kalau ada mau beli huhu. soalnya gemes banget. aku suka model yang ada ilustrasinya gini.
love	kedua, ada seth yang terlihat seperti ccn alias cold city namja padahal aslinya dia tuh warm banget! seth ini kayak air (loh?)” maksudnya, dia nih aura nya nenangin gitu. dia suka ngobrolin banyak hal dan anaknya juga receh punya banyak jokes bapack2
love	me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome ditemenin jajann, kalo weekend versi kamu apa nih bestiiee
love	film korea kenapa ya sekarang bagus banget jalan ceritanya, makin cinta korea korean
love	kakakk, suka banget sama au nya semangat terus berkaryanya kak!!
love	pliss aku suka bangett sama au nyaa. keselnya dapet, nyeseknya dapet, sedihnya juga dapet. pokoknya sukaa banget, baguss ;3 ” aaaaaa demi apa sih aku kira kalian2 kayak kurang dapet feelsnya.. :( thank u sm udah mau baca tyi!!
love	tapi ada satu momen yg aku suka banget, ibukku tuh orangnya galak banget. tipe tipe senggol bacok. jd kalo ada masalah dia siap berantem dengan tangannya sendiri tanpa nunggu laki-laki yang ngelindungin. prinsipnya, 'lu gila, gua lebih gila' wkwk dan itu tertanam juga di aku
love	sekarang udah di remake sama authornya, nder. namanya l4dy 1n r3d di ijo (eng). tapi ceritanya udah berubah banget sih, gk kaya cerita p4tch1 yg dulu tapi p4tch1 nya masih suka b*nuhin orang wkwk ya masih tetap kurang sih
love	kok mirip sasuke ya, suka marah2 lagi wkwk tapi kalo lagi canggung tuh dia gemes banget
love	pagi mas, maaf ganggu. aku rencana mau ngekos di the home mas, mau nanya beberapa hal mas 1. kalau hujan deres kedengeran banget ga ya mas dari kamarnya? 2. kalau berisik kedengeran ga ya sampe kamar sebelah? soalnya aku suka dengerin musik pake speaker gitu mas
love	aku suka banget kalo kamu foto pake kamera t______t mau nangis ily banget
love	jatuh cinta ama au bxb wkwk. terus temen w baru2 ini suka bangt4n. yaudah gue ajak aja terjun ke dunia per-au-an yang tks wkwk. doi juga suka dong wkwk. setelah ke tks, w mulai ke y00nm1n terus ke n4mj1n, terus pernah jg baca yg h0s30k x j00n seru bgt wkwk.
love	banyak kok film barat yang romance, tapi ak suka banget sama film pride & prejudice
love	suka banget..
love	banget .. delapanpuluh halaman yang bisa bikin tercengang. betul. sekarang websitenya juga udah banyak, udah nyaman juga buat baca manhwa-manhwa yang lain. salah satu alasan saya jadi sering baca buku karena lupa urutan baca komik. suka bingung baca dari mana ke mana.
love	aku diajak nikah jaemin karena dia suka sama aku anjir beruntung banget di game ini
love	suka dan sayang doi, lucu banget soalnya
love	dulu ketika masih smp suka banget sama lagu ini, karena juga relate ya
love	terbaik jd kangen bgt mo nangis huee walopun beliau suka marah trs kadang cuek tp perhatian bgt nomer satuu ibu aku terbaik sayang ibuk perhatiannya tu yg langsung aksi gtu lo walopun tanpa kata kata hihi terus klo lg mood cerita asik bgt pokonya kangen bgt sm ibuk
love	alina , kalo ada cowo yg suka sama km tp km ga suka dia. tlg ditolak halus aja jgn diphp in aplg dibuat nyaman trs ditinggalin
love	dear cowo : kenapa si kalian suka banget ga gasi kejelasan sama cewe apa kalian itu aslinya lagi deket sama banyak cewe dan ga mau mereka hilang
love	suka banget.
love	hey rindu jugaa, yeyy akhirnya dah sembuh bisa jadi bocah aktif lagi ya. ya biasalah kan elu tau gue suka jadi kang ngumpul twibbon :3
love	suka banget kalo udah buat thread haha
love	serius tubatu tuh juara banget title track nya dari debut smp skrg gada yg ga suka huhu
love	8/10. filmnya baru mulai 2 menit gue udah suka banget sama dialognya seohyun. makin ditonton ternyata beneran bagus. ngasih tau bdsm, consent relationships & sexual harassment. jujur gw ga expect akan semenarik ini dan ngira paling gw bakal bosen di 30 menit pertama
love	cewe kasih barang bagus hanya ke cowok yg dia ada rasa
love	aku suka karena puas banget ngetiknya ahaha
love	aa suka banget senyum tae disini anwjjsjjw sayang sayang bangett.
love	selain anime naruto,gua juga cintaaaa banget ke anime hunter x hunter =))
love	atau tiba-tiba sisca kohl buat konten nonton theater jkt48 sendirian check hari ini aku sama adik aku mau menonton show theater jkt48, adik aku suka banget
love	aakk ini bagus banget sumpahh aku suka banget sama penyelesaian konfliknya di buku terakhir
love	dalam hubungan pasti ada tipe wanita yang selalu menanyakan pertanyaan yang sama kepada pasangannya. entah itu "kamu cinta aku gak?" atau "aku cantik gak?" terus yang lebih ekstrim lagi "aku gendutan ya?". aku pribadi lebih suka dibilang cantik, suasana hati langsung goodmood.
love	changmin suka banget boneka chucky
love	jarak antara aku dan damar hampir tidak ada ketika aku menoleh dan diciumnya bibirku secara tiba-tiba. aku suka sentuhan tangannya, lembut dan tersirat sayang disana.
love	ada loh banyaakk, tinggal kmnya aja yg gausah mancing atau ga gubris pas obrolan kegitu. tapi kalo aku gabisa kayaknya, soalnya aku suka ndusel dan peluk2, aku manjanya poll kalo sama orang yg kurasa nyaman. kecuali cowonya tahan nafsu kalo aku ndusel2.
love	bener. aku paling suka kalo jamurnya dibakar. cuma dibumbuin garem udah enak banget.
love	semua berawal dari mata. saat bertemu, merasakan suka yang datang begitu saja. perlahan menjadi sayang. kemudian, takut kehilangan.
love	berawal dari sahabat eh jadi pacar wkwk, terus suka gimmick saling sayang padahal iseng doang akhirnya jadian
love	ga semua cewe suka cowo yg ganteng, kadang ada juga cewe suka cowo yg ganteng banget
love	suka banget jadi munafik adalah jalan ninjaku.
love	aaaaaa seneng banget. micchi riko satu film entah kenapa pas nonton kiekoi juga aku suka bgt kalau mereka berdua satu scene
love	suka banget keknya bawa dy buat dibanding" in, habis itu jadi dy nya yang di drag
love	suka banget asli deh ungu ungu gini aa
love	haloow ka. kemana ajaa aku baru nemu au sekomplek. cubang dah ni au, greget banget ini si kigen tuh suka ga si sama dika jadi ikut galau weh:(( dan menur.. - halo anon! aku gak kemana kokk, aku emang biasanya update weekend hehe. tha..
love	suka banget godain dia
love	gue tipe yang suka ngasih kasih sayang tapi geli kalo di sayang balik.. pengertian nya
love	sempol ayam siapa nih yang suka makan sempol cara buatnya mudah banget ig by hidayahnrs mandalika / solaria / tidur / sarapan
love	suka banget sama evermore, semangat updatenya!!  - ngaah makasih sender! ;3
love	cinta banget apalagi kalo makan nya pakai ice cream walls vanila strawberry
love	temen2 deket aku tau banget aku suka jawab bebas kalo ditanya mau apa, jd mereka pasti lgsg pesenin aja apapun xixi love u all
love	bangett plss sy suka banget bikin itu
love	suka an cinta banget tulisan macem giniyg pandai bikin emosional org tergerak wkwk
love	menyesal.. kesal.. gak bilang.. sayang.. cinta.. kamu.. padahal aku suka.
love	handy mandy nih bapak ak yang anti banget kartun tapi belio suka
love	mimpi pergi bareng ma papuy vespaam, pulkam nek mobil, hft ternyata suka rindu juga
love	suka yg isinya nangkaa dulu pas smp suka banget beli yg nangkaa :"" kangen
love	iya suka banget sama pola filet
love	dule : si yang paling are u sleeping?brother john? haha. temen lawakku. ucik : si paling dewasa, sabar bgt hadapin aku. cik,bagi hotspot,cik kantin ibok,cik aku gembel bgt ga?. suka aku repotin juga kadang kadang onik : kadang kadang hebring sendiri, tapi aku sayang.
love	jujur gatel pengen kritik adminnya lewat komen. tapi males banget orang2 ig terutama player genshin di ig tuh ngeri njir kalo diajak debat. suka argumen kosong doang yaudah aku ngerant di sini aja. siapa tau salah satu admin/temennya ada yg baca ya kan wkwk
love	tapi jujur suasana tempat makannya ky rm sunda modelan ampera dan kawan2nya. trus aku makan beres dluan, aku bilang aku mau keluar dulu. eeeh ternyata si harry ngikutin wkwkkwkwkk trus aneh banget dia bilang dia suka sama aku wkwkjwjwjjw
love	makin suka sama dia abis nonton one spring night gua jadi banyangin kalo di kehidupa asli nya junghaein itu emg seromantis dan sayang bgt sama pasangan dia
love	mamaku mudanya emang cantik (beda jauh sama aku) tapi ga punya pacar, banyaknya kakak gemes alias emang anaknya friendly no love love club banget, jadi emang suka ga ngewaro cowok buat cinta-cintaan, meanwhile aku gak ada yang naksir dan sibuk sama cinta"an cowok kpop
love	alasan kenapa suka banget sama karya2mu kak karna kadang bikin aku salting sendirii. ini ngena banget meskipun aku gapunya ayang kk
love	suka banget
love	kdm all of us are dead guys aku kaget banget??! di awal nonton suka banget sama couple namra suhyeok tapi ga berekspetasi apapun, eh ternyata
love	jarang suka genre romance, tp sekalinya suka lgsg bucin banget !!
love	aku sih suka. kayak solar system gitu. huhuhu entah kenapa aku suka banget liatnya.
love	kapan coba gua bisa kaya temen gua yg berani deketin cowo yg dia suka duluan? pengen banget deket sama crush, setidaknya jadi temen deket aja deh
love	suka heran sm orang yg nikah dengan orang lain, while dia masih cinta sama yg lain
love	lagi suka banget dengerin lagu memories-nya one piece, apalagi kalo tau artinya
love	mootss, temen aku lagi suka sama orangg. kasih tau cara atau tips dong, biar orang itu suka balik sama diaa. makasihh~~
love	nah, bisa dijadiin pelajaran banget nih. kita ga akan tau ketikan yg kita tuju ke orang tuh bikin sakit hati atau ngga. seenggaknya klo ga suka, bisa pake cara yg lebih halus lg. jgn kesannya ky menjudge. lyra keren, dr sakit hatinya, dia malah jd sukses proud of you ra
love	oh jadi gitu ya army harus banget wajib banget suka semuanya, padahal setiap orang punya kriteria idolanya masing masing mengejutkan ya
love	pas punya iya suka banget
love	cintaaaa banget warna pastel begini, makasiih
love	walaupun ketutup masker suka banget aura mark disini ampe merinding
